Company Name,Website,Κατηγορία,Email,Facebook,LinkedIn,Instagram,YouTube,Twitter,TikTok,YouBeHero,YouBeHero URL (from YouBeHero),Desmos,Name (from Desmos),ACF,Name (from ACF),WebsiteAudits,ngoHeroes,Name (from ngoHeroes),Social Dynamo,SocialDynamo URL (from Social Dynamo),Ethelon,Ethelon URL (from Ethelon),Media Items,HubSpot Company ID,Last Modified,Διεύθυνση,Πόλη,WordPress
All For Blue,https://allforblue.org/,,info@allforblue.org,https://www.facebook.com/AllForBlueOrg/,https://www.linkedin.com/company/all-for-blue-organisation/,https://www.instagram.com/allforblueorg/,https://www.youtube.com/channel/UCT0Wf2U9l6tK3n7HNuFGFTQ,,https://www.tiktok.com/@allforblueorg,,,,,,,https://allforblue.org/,https://ngoheroes.gr/company/all-for-blue/,https://ngoheroes.gr/company/all-for-blue/,https://www.socialdynamo.gr/hosted_group/all-for-blue/,https://www.socialdynamo.gr/hosted_group/all-for-blue/,,,,9947920866,9/6/2024 6:10pm,,,Yes
ΑΛΜΑ ΖΩΗΣ - Πανελλήνιος Σύλλογος Γυναικών με Καρκίνο Μαστού,https://almazois.gr/,Υγεία,almazois@almazois.gr,https://www.facebook.com/almazois,https://www.linkedin.com/company/almazois/,https://www.instagram.com/almazois/,https://www.youtube.com/user/AlmaZois,https://twitter.com/AlmaZois,,https://www.youbehero.com/gr/cause/alma-zois,https://www.youbehero.com/gr/cause/alma-zois,http://www.desmosdirect.org/Profiles/3ffb9051-97f0-4708-96b8-f0354371c48a/panellinios-syllogos-gynaikwn-me-karkino-mastoy-alma-zwis,http://www.desmosdirect.org/Profiles/3ffb9051-97f0-4708-96b8-f0354371c48a/panellinios-syllogos-gynaikwn-me-karkino-mastoy-alma-zwis,,,https://almazois.gr/,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%bd%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%bf%cf%83-%cf%83%cf%85%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%83-%ce%b3%cf%85%ce%bd%ce%b1%ce%b9%ce%ba%cf%89%ce%bd-%ce%bc%ce%b5-%ce%ba%ce%b1%cf%81%ce%ba%ce%b9%ce%bd%ce%bf-%ce%bc%ce%b1%cf%83%cf%84%ce%bf%cf%85-%ce%b1%ce%bb%ce%bc%ce%b1-%ce%b6%cf%89%ce%b7%cf%83/,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%bd%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%bf%cf%83-%cf%83%cf%85%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%83-%ce%b3%cf%85%ce%bd%ce%b1%ce%b9%ce%ba%cf%89%ce%bd-%ce%bc%ce%b5-%ce%ba%ce%b1%cf%81%ce%ba%ce%b9%ce%bd%ce%bf-%ce%bc%ce%b1%cf%83%cf%84%ce%bf%cf%85-%ce%b1%ce%bb%ce%bc%ce%b1-%ce%b6%cf%89%ce%b7%cf%83/,,,http://www.ethelon.org/ngo/almazois/,http://www.ethelon.org/ngo/almazois/,,9947765187,9/9/2024 11:31am,"Ηπείρου 11 , 10433 Αθήνα",Αθήνα,Yes
Σύλλογος Γυναικών με καρκίνο μαστού «ΑΛΜΑ ΖΩΗΣ» Ν. Αχαΐας,https://almazoispatras.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/syllogos-gynaikon-me-karkino-mastoy-alma-zois-n-acha-as/,https://www.activecitizensfund.gr/foreas/syllogos-gynaikon-me-karkino-mastoy-alma-zois-n-acha-as/,,,,,,,,,10004011223,9/6/2024 6:10pm,,,Yes
Άλμα Ζωής - Σύλλογος Γυναικών Με Καρκίνου Μαστού Θεσ/νίκης,https://almazoisthes.gr/,,info@almazoisthes.gr,https://www.facebook.com/almazoisthessalonikis/,https://www.linkedin.com/company/almazoisthessalonikis/,https://www.instagram.com/almazoisthessalonikis/,https://www.youtube.com/channel/UCtP9BjsoKSFzwBYBsGlbyvw,https://twitter.com/ALMAZOISTHES,,,,,,,,,,,,,,,,10217866190,9/6/2024 6:10pm,,,Yes
ALYSOS ALERT,https://alysos.webnode.gr/,,,,https://www.linkedin.com/company/alysos/,,,,,,,,,,,,,,,,,,,10416815314,9/6/2024 6:10pm,,,No
Amazing Youth,https://amazingyouth.gr/,,info@amazingyouth.gr,https://www.facebook.com/amazingyouthgr,https://www.linkedin.com/company/amazing-youth-greece/,https://www.instagram.com/amazingyouth_gr/,https://www.youtube.com/channel/UCiwrY7bWuXsuF_5X4Cxv_6A,https://twitter.com/amazingyouthgr,,,,,,,,,,,,,,,,10729994717,9/6/2024 6:10pm,,,No
Αμυμώνη,https://amimoni.gr/,,info@amimoni.gr,https://www.facebook.com/amimoni1993/,https://www.linkedin.com/company/amimoni/,https://www.instagram.com/amimoni1993/,,https://twitter.com/Amimoni1993,,https://www.youbehero.com/gr/cause/amimoni,https://www.youbehero.com/gr/cause/amimoni,http://www.desmosdirect.org/Profiles/47caf1be-3609-478f-8d0d-f3df82ed2e74/amymwni,http://www.desmosdirect.org/Profiles/47caf1be-3609-478f-8d0d-f3df82ed2e74/amymwni,,,,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%bd%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%bf%cf%83-%cf%83%cf%85%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%83-%ce%b3%ce%bf%ce%bd%ce%b5%cf%89%ce%bd-%ce%ba%ce%b7%ce%b4%ce%b5%ce%bc%ce%bf%ce%bd%cf%89%ce%bd-%ce%ba%ce%b1%ce%b9-%cf%86%ce%b9%ce%bb%cf%89%ce%bd-%ce%b1%cf%84%ce%bf%ce%bc%cf%89%ce%bd-%ce%bc%ce%b5-%cf%80%cf%81%ce%bf%ce%b2%ce%bb%ce%b7%ce%bc%ce%b1%cf%84%ce%b1-%ce%bf%cf%81%ce%b1%cf%83%ce%b7%cf%83-%ce%ba%ce%b1%ce%b9-%cf%80%cf%81%ce%bf%cf%83%ce%b8%ce%b5%cf%84%ce%b5%cf%83-%ce%b1%ce%bd%ce%b1%cf%80%ce%b7%cf%81%ce%b9%ce%b5%cf%83-%ce%b7-%ce%b1%ce%bc%cf%85%ce%bc%cf%89%ce%bd%ce%b7/,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%bd%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%bf%cf%83-%cf%83%cf%85%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%83-%ce%b3%ce%bf%ce%bd%ce%b5%cf%89%ce%bd-%ce%ba%ce%b7%ce%b4%ce%b5%ce%bc%ce%bf%ce%bd%cf%89%ce%bd-%ce%ba%ce%b1%ce%b9-%cf%86%ce%b9%ce%bb%cf%89%ce%bd-%ce%b1%cf%84%ce%bf%ce%bc%cf%89%ce%bd-%ce%bc%ce%b5-%cf%80%cf%81%ce%bf%ce%b2%ce%bb%ce%b7%ce%bc%ce%b1%cf%84%ce%b1-%ce%bf%cf%81%ce%b1%cf%83%ce%b7%cf%83-%ce%ba%ce%b1%ce%b9-%cf%80%cf%81%ce%bf%cf%83%ce%b8%ce%b5%cf%84%ce%b5%cf%83-%ce%b1%ce%bd%ce%b1%cf%80%ce%b7%cf%81%ce%b9%ce%b5%cf%83-%ce%b7-%ce%b1%ce%bc%cf%85%ce%bc%cf%89%ce%bd%ce%b7/,,,,,,9947920862,9/9/2024 11:35am,,,No
among,https://among.gr/,,hello@youthnest.com,https://www.facebook.com/amongorg,https://www.linkedin.com/company/amongorg/,https://www.instagram.com/among_org/,,,,,,,,,,,https://ngoheroes.gr/company/youthnest-amke/,https://ngoheroes.gr/company/youthnest-amke/,,,,,,9948080373,9/6/2024 6:10pm,,,No
Athens Network of Collaborating Experts (ANCE),https://ance-hellas.org/,,ance@ance-hellas.org,https://www.facebook.com/AnceNgo,https://www.linkedin.com/company/ance-n-g-o/,https://www.instagram.com/ancengo/,,,,,,,,https://www.activecitizensfund.gr/foreas/athens-network-of-collaborating-experts-ance/,https://www.activecitizensfund.gr/foreas/athens-network-of-collaborating-experts-ance/,,https://ngoheroes.gr/company/athens-network-of-collaborating-experts-ance/,https://ngoheroes.gr/company/athens-network-of-collaborating-experts-ance/,,,,,,9948017092,9/6/2024 6:10pm,,,Yes
Ίδρυμα Κώστα Ανδρέου,https://andreoufoundation.org/,Πολιτισμός,,,https://www.linkedin.com/company/costas-andreou-foundation/,,,,,,,,,,,,,,,,,,,10730358738,9/6/2024 6:10pm,,,No
Andros Research Center,https://androsresearchcenter.org/,,,https://www.facebook.com/AndrosRoutesGr,https://www.linkedin.com/company/andros-research-center/,https://www.instagram.com/androsroutes/,https://www.youtube.com/channel/UCpd1MaQqVh4TH-dxbbGoJ8w,https://twitter.com/andros_routes,,,,,,,,,,,,,,,,10729918961,9/6/2024 6:10pm,,,Yes
Σύλλογος Γονέων και Φίλων Ατόμων με Σύνδρομο Angelman,https://angelman.gr/,Υγεία,info@angelman.gr,https://www.facebook.com/angelmansyndromegreece/,,https://www.instagram.com/angelmansyndromegreece/,https://www.youtube.com/channel/UC8purlfpGhpNmtmRgFtYR-A,,,,,,,,,,,,,,,,,10441168066,9/6/2024 6:10pm,,,Yes
Άγγελοι της Χαράς,https://angelsofjoy.gr/,,info@angelsofjoy.gr,https://www.facebook.com/angelsofjoy.gr,https://www.linkedin.com/company/angels-of-joy-gr/,https://www.instagram.com/angelsofjoy.gr/,https://www.youtube.com/channel/UC4YT_syE4V2TVYaAVJzJvGw,,,"https://youbehero.com/gr/cause/aggeloi-tis-charas,https://www.youbehero.com/gr/cause/aggeloi-tis-charas","https://youbehero.com/gr/cause/aggeloi-tis-charas, https://www.youbehero.com/gr/cause/aggeloi-tis-charas",,,,,,,,,,http://www.ethelon.org/ngo/angels-of-joy/,http://www.ethelon.org/ngo/angels-of-joy/,,10272690924,9/6/2024 6:10pm,,,No
Ανοιχτή Αγκαλιά – Φίλοι Κοινωνικής Παιδιατρικής,https://anoixtiagalia.gr/,Υγεία,,https://www.facebook.com/anoixtiagkalia,https://www.linkedin.com/company/%CE%B1noixti-agkalia-open-arms-hug/,https://www.instagram.com/anoixtiagalia/,https://www.youtube.com/@user-mq6gu8je3h,,,,,,,,,,,,,,,,,9947964123,9/6/2024 6:10pm,,,No
Σύλλογος Καρκινοπαθών Γιαννιτσών,https://anticancergiannitsa.gr/,Υγεία,,,,,,,,,,,,,,,,,,,,,,9948198343,9/6/2024 6:10pm,,,Yes
Art of Hosting Athina,https://aohathina.com/,,,,,,,,,,,,,https://www.activecitizensfund.gr/en/project-promoter/art-of-hosting-athina/,https://www.activecitizensfund.gr/en/project-promoter/art-of-hosting-athina/,,,,,,,,,9984708286,9/6/2024 6:10pm,,,No
Απτάλικο,https://aptaliko.gr/,,info@aptaliko.gr,https://www.facebook.com/AptalikoEvents/,https://www.linkedin.com/company/aptaliko-gr/,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b1%cf%80%cf%84%ce%b1%ce%bb%ce%b9%ce%ba%ce%bf-%ce%b1%ce%bc%ce%ba%ce%b5/,https://ngoheroes.gr/company/%ce%b1%cf%80%cf%84%ce%b1%ce%bb%ce%b9%ce%ba%ce%bf-%ce%b1%ce%bc%ce%ba%ce%b5/,,,,,,9947964121,9/6/2024 6:10pm,,,No
ΑΡΧΕΛΩΝ Σύλλογος για την Προστασία της Θαλάσσιας Χελώνας,https://archelon.gr/,,info@archelon.gr,https://www.facebook.com/archelon.gr,https://www.linkedin.com/company/archelon/,https://www.instagram.com/archelon_greece,https://www.youtube.com/channel/UC2C60gZA58Gum3uySy7ZojA,,https://www.tiktok.com/@archelongreece,,,,,https://www.activecitizensfund.gr/foreas/archelon-syllogos-gia-tin-prostasia-tis-thalassias-chelonas/,https://www.activecitizensfund.gr/foreas/archelon-syllogos-gia-tin-prostasia-tis-thalassias-chelonas/,,,,,,,,,9984719348,9/6/2024 6:10pm,,,No
ΕΕΕΚΔ - Εταιρείας Έρευνας και Εκπαίδευσης Κλινικών Δεξιοτήτων,https://arecsgr.wordpress.com/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/etaireia-ereynas-kai-ekpaideysis-klinikon-dexiotiton/,https://www.activecitizensfund.gr/foreas/etaireia-ereynas-kai-ekpaideysis-klinikon-dexiotiton/,,,,,,,,,9984429286,9/6/2024 6:10pm,,,Yes
Arid Zone Afforestation,https://aridzoneafforestation.org/,,info@aridzoneafforestation.org,https://www.facebook.com/aridzoneafforestation/,https://www.linkedin.com/in/aridzoneafforestation/,https://www.instagram.com/arid_zone_afforestation/,,https://twitter.com/AridZonAfforest,,,,,,,,,"https://ngoheroes.gr/company/aza-arid-zone-afforestation-npo/,https://ngoheroes.gr/company/aridzoneafforestation-npo/","https://ngoheroes.gr/company/aza-arid-zone-afforestation-npo/, https://ngoheroes.gr/company/aridzoneafforestation-npo/",,,"http://www.ethelon.org/ngo/aza-arid-zone-afforestation-npo/,http://www.ethelon.org/ngo/aza-arid-zone-afforestation-npo-2/","http://www.ethelon.org/ngo/aza-arid-zone-afforestation-npo/, http://www.ethelon.org/ngo/aza-arid-zone-afforestation-npo-2/",,9947964120,9/6/2024 6:26pm,,,Yes
ΑΡΙΩΝ Ερευνητικό Κέντρο Διάσωσης και Περίθαλψης Κητωδών ,https://arion.org.gr/,Περιβάλλον,arion@arion.org.gr,https://www.facebook.com/ARION.org/,https://www.linkedin.com/in/arion-cetaceans/,https://www.instagram.com/arion.cetaceans/,,,,,,,,,,,,,https://www.socialdynamo.gr/hosted_group/arion-erevnitiko-kentro-diasosis-kai-perithalpsis-kitodon/,https://www.socialdynamo.gr/hosted_group/arion-erevnitiko-kentro-diasosis-kai-perithalpsis-kitodon/,,,,9982111472,9/6/2024 6:10pm,,,No
"Σύλλογος Φίλων Ασθενών με Πρωτοπαθείς Ανοσοανεπάρκειες & Παιδιατρικής Ανοσολογίας ""Η Αρμονία""",https://armoniaanosia.gr/,Υγεία,,,,,,,,,,,,,,,,,,,,,,10441393105,3/4/2024 4:27pm,,,
"Σωματείο Κοινωνικής Μέριμνας ""Αρωγή""",https://arogi.eu/,Υγεία,info@arogi.eu,https://www.facebook.com/somateio.arogi/,https://www.linkedin.com/company/%CE%B1%CF%81%CF%89%CE%B3%CE%B7/,,,,,,,,,,,,,,,,,,,10730039536,9/6/2024 6:10pm,,,No
ΑΡΣΙΣ,https://arsis.gr/,,,https://www.facebook.com/arsis.gr,https://www.linkedin.com/company/arsis-association-for-the-social-support-of-youth/,https://www.instagram.com/arsis.gr/,https://www.youtube.com/channel/UC_iB9VIGlB7JgH3nXSruA1w/,https://twitter.com/ArsisNgo,,,,,,,,,,,,,http://www.ethelon.org/ngo/αρσισ-κοινωνικη-οργανωση-υποστηριξη/,http://www.ethelon.org/ngo/αρσισ-κοινωνικη-οργανωση-υποστηριξη/,,10437449446,9/6/2024 6:10pm,,,No
Art Hub Athens,https://arthubathens.org/,,,https://www.facebook.com/arthubathens,https://www.linkedin.com/company/art-hub-athens/,https://www.instagram.com/arthub_athens,https://www.youtube.com/channel/UCS3vehYo3Uf2hoOykwgOqAg,,,https://www.youbehero.com/gr/cause/art-hub-athens,https://www.youbehero.com/gr/cause/art-hub-athens,,,https://www.activecitizensfund.gr/foreas/art-hub-athens/,https://www.activecitizensfund.gr/foreas/art-hub-athens/,,,,,,http://www.ethelon.org/ngo/art-hub-athens/,http://www.ethelon.org/ngo/art-hub-athens/,,9984623091,9/6/2024 6:10pm,,,Yes
Σκύλοι Βοηθοί Ελλάδας,https://assistancedogs.gr/,,info@assistancedogs.gr,https://www.facebook.com/assistancedogsgr/,https://www.linkedin.com/company/assistancedogsgr/,https://www.instagram.com/assistancedogsgr/,,,,https://www.youbehero.com/gr/cause/skiloi-voithoi-elladas,https://www.youbehero.com/gr/cause/skiloi-voithoi-elladas,,,,,,https://ngoheroes.gr/company/%cf%83%ce%ba%cf%8d%ce%bb%ce%bf%ce%b9-%ce%b2%ce%bf%ce%b7%ce%b8%ce%bf%ce%af-%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%b1%cf%82/,https://ngoheroes.gr/company/%cf%83%ce%ba%cf%8d%ce%bb%ce%bf%ce%b9-%ce%b2%ce%bf%ce%b7%ce%b8%ce%bf%ce%af-%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%b1%cf%82/,,,http://www.ethelon.org/ngo/σκύλοι-βοηθοί-ελλάδας-αμκε/,http://www.ethelon.org/ngo/σκύλοι-βοηθοί-ελλάδας-αμκε/,,9948128498,9/6/2024 6:10pm,"Pellis 57, Chalandri 152 34",,No
Asylum Seekers Information Services Team (A.Ss.I.S.T.),https://assistchios.info/,,contact@diviNGO.com,https://www.facebook.com/ASsISTChios/,https://www.linkedin.com/company/a-ss-i-s-t/,https://www.instagram.com/a.ss.i.s.t/,,,,,,,,,,,,,,,,,,10364138741,9/6/2024 6:10pm,,,Yes
Αστερόδεια,https://asterodeia.gr/,,info@asterodeia.gr,,https://www.linkedin.com/company/asterodeia/,,https://www.youtube.com/channel/UCwsEtyz50RqpOxOKDjgV8pw,,,,,,,,,,,,,,,,,10728256736,9/6/2024 6:10pm,,,Yes
Α.Σ.Τ.Ο.,https://astopatras.gr/,,info@astopatras.gr,https://www.facebook.com/profile.php?id=100066643583084,https://www.linkedin.com/company/allilegii-asto-patras/,https://www.instagram.com/asto_epikoinwnoume,https://www.youtube.com/channel/UCRyy1_1oiTg_V1LXnK6VMxg,,,,,,,,,,,,,,,,,10088378606,9/6/2024 6:10pm,,,No
ATHENA Organization,https://athena.org.gr/,,info@athena.org.gr,https://www.facebook.com/ATHENAOrganization/,,https://www.instagram.com/athenaorganization/,https://www.youtube.com/channel/UCTMxgRqoiHf9ahGIx37ry3Q,,,,,,,,,,,,,,http://www.ethelon.org/ngo/athena-organization/,http://www.ethelon.org/ngo/athena-organization/,,10436207341,9/6/2024 6:10pm,,,No
Impact Hub Athens,https://athens.impacthub.net/,,elena.lamprou@impacthub.net,https://www.facebook.com/ImpactHubAthens,https://www.linkedin.com/company/impact-hub-athens/,,,,,,,,,https://www.activecitizensfund.gr/foreas/impact-hub-athens/,https://www.activecitizensfund.gr/foreas/impact-hub-athens/,,https://ngoheroes.gr/company/impact-hub-athens/,https://ngoheroes.gr/company/impact-hub-athens/,,,,,,9948080365,9/6/2024 6:10pm,,,Yes
Athens Design Forum (ADF),https://athensdesignforum.com/,,info@athensdesignforum.com,,https://www.linkedin.com/company/athens-design-forum/,https://www.instagram.com/athensdesignforum/,,,,,,,,,,,,,,,,,,10416762302,9/6/2024 6:10pm,,,No
Atraktos,https://atraktos.org/,,info@atraktos.org,,https://www.linkedin.com/company/atraktos/,,,,,,,,,,,,,,,,,,,10071565788,9/6/2024 6:10pm,,,Yes
Ελληνική Εταιρία Προστασία Αυτιστικών Ατόμων – Ε.Ε.Π.Α.Α.,https://autismgreece.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/elliniki-etairia-prostasia-aytistikon-atomon-e-e-p-a-a/,https://www.activecitizensfund.gr/foreas/elliniki-etairia-prostasia-aytistikon-atomon-e-e-p-a-a/,,,,,,,,,9984264125,9/6/2024 6:10pm,,,No
Εταιρεία Προστασίας Ατόμων με Αυτισμό-ΔΑΔ Ν. Καστοριάς,https://autismkastoria.org/,,autismkastoria@gmail.com,https://www.facebook.com/profile.php?id=100064873112716,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%cf%84%ce%b1%ce%b9%cf%81%ce%b5%ce%af%ce%b1-%cf%80%cf%81%ce%bf%cf%83%cf%84%ce%b1%cf%83%ce%af%ce%b1%cf%82-%ce%b1%cf%84%cf%8c%ce%bc%cf%89%ce%bd-%ce%bc%ce%b5-%ce%b1%cf%85%cf%84%ce%b9%cf%83%ce%bc%cf%8c-%ce%b4%ce%b1%ce%b4-%ce%bd-%ce%ba%ce%b1%cf%83%cf%84%ce%bf%cf%81%ce%b9%ce%ac%cf%82/,https://ngoheroes.gr/company/%ce%b5%cf%84%ce%b1%ce%b9%cf%81%ce%b5%ce%af%ce%b1-%cf%80%cf%81%ce%bf%cf%83%cf%84%ce%b1%cf%83%ce%af%ce%b1%cf%82-%ce%b1%cf%84%cf%8c%ce%bc%cf%89%ce%bd-%ce%bc%ce%b5-%ce%b1%cf%85%cf%84%ce%b9%cf%83%ce%bc%cf%8c-%ce%b4%ce%b1%ce%b4-%ce%bd-%ce%ba%ce%b1%cf%83%cf%84%ce%bf%cf%81%ce%b9%ce%ac%cf%82/,,,,,,9948179919,9/6/2024 6:10pm,"Paleologou 1, Kastoria 521 00",,Yes
Σύλλογος Γονέων Κηδεμόνων και Φίλων Ατόμων με Αυτισμό Ν. Ρεθύμνου,https://autismreth.gr/,,aytismos@gmail.com,https://www.facebook.com/autismreth.gr,,https://www.instagram.com/autismrethymno/,,,,,,,,https://www.activecitizensfund.gr/foreas/syllogos-goneon-kidemonon-kai-filon-atomon-me-aytismo-n-rethymnoy/,https://www.activecitizensfund.gr/foreas/syllogos-goneon-kidemonon-kai-filon-atomon-me-aytismo-n-rethymnoy/,,https://ngoheroes.gr/company/%cf%83%cf%85%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%83-%ce%b3%ce%bf%ce%bd%ce%b5%cf%89%ce%bd-%ce%ba%ce%b7%ce%b4%ce%b5%ce%bc%ce%bf%ce%bd%cf%89%ce%bd-%ce%ba%ce%b1%ce%b9-%cf%86%ce%b9%ce%bb%cf%89%ce%bd-%ce%b1%cf%84%ce%bf%ce%bc%cf%89%ce%bd-%ce%bc%ce%b5-%ce%b1%cf%85%cf%84%ce%b9%cf%83%ce%bc%ce%bf-%ce%bd%ce%bf%ce%bc%ce%bf%cf%85-%cf%81%ce%b5%ce%b8%cf%85%ce%bc%ce%bd%ce%b7%cf%83/,https://ngoheroes.gr/company/%cf%83%cf%85%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%83-%ce%b3%ce%bf%ce%bd%ce%b5%cf%89%ce%bd-%ce%ba%ce%b7%ce%b4%ce%b5%ce%bc%ce%bf%ce%bd%cf%89%ce%bd-%ce%ba%ce%b1%ce%b9-%cf%86%ce%b9%ce%bb%cf%89%ce%bd-%ce%b1%cf%84%ce%bf%ce%bc%cf%89%ce%bd-%ce%bc%ce%b5-%ce%b1%cf%85%cf%84%ce%b9%cf%83%ce%bc%ce%bf-%ce%bd%ce%bf%ce%bc%ce%bf%cf%85-%cf%81%ce%b5%ce%b8%cf%85%ce%bc%ce%bd%ce%b7%cf%83/,,,,,,9948156907,9/6/2024 6:10pm,,,No
Αυτογνωσία ,https://aytognosia.com/,,aytognosia.treatment@gmail.com,https://www.facebook.com/AYTOGNOSIA/,,https://www.instagram.com/aytognosia_apexartisi_/,https://www.youtube.com/user/aytognosia,,,,,,,,,,https://ngoheroes.gr/company/%ce%b1%cf%85%cf%84%ce%bf%ce%b3%ce%bd%cf%89%cf%83%ce%b9%ce%b1/,https://ngoheroes.gr/company/%ce%b1%cf%85%cf%84%ce%bf%ce%b3%ce%bd%cf%89%cf%83%ce%b9%ce%b1/,,,,,,9948091360,9/6/2024 6:10pm,,,No
Be Aware And Share,https://beawareandshare.ch/,Προσφυγικό,,https://www.facebook.com/beawareandshare.baas/,,https://www.instagram.com/beawareandshare/,https://www.youtube.com/watch?v=GuR_GhWXX00&list=PLY8ncyTfuiFsn4av5MPfNONXcarXLF2hu,,,,,,,,,,,,,,http://www.ethelon.org/ngo/be-aware-and-share/,http://www.ethelon.org/ngo/be-aware-and-share/,,10436018138,9/6/2024 6:10pm,,,No
ΒΕΝΙΑΜΙΝ - Σύλλογος Προστασίας Παιδιών,https://benjaminorphans.com/,,benjaminorphans@gmail.com,https://www.facebook.com/benjaminorphans,https://www.linkedin.com/company/benjaminorphans/,https://www.instagram.com/benjamin_orphans1994/,https://www.youtube.com/user/benjaminorphans1994,,,https://www.youbehero.com/gr/cause/veniamin,https://www.youbehero.com/gr/cause/veniamin,,,,,,https://ngoheroes.gr/company/%cf%83%cf%8d%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%82-%cf%80%cf%81%ce%bf%cf%83%cf%84%ce%b1%cf%83%ce%af%ce%b1%cf%82-%cf%80%ce%b1%ce%b9%ce%b4%ce%b9%cf%8e%ce%bd-%ce%b2%ce%b5%ce%bd%ce%b9%ce%b1%ce%bc%ce%b9%ce%bd/,https://ngoheroes.gr/company/%cf%83%cf%8d%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%82-%cf%80%cf%81%ce%bf%cf%83%cf%84%ce%b1%cf%83%ce%af%ce%b1%cf%82-%cf%80%ce%b1%ce%b9%ce%b4%ce%b9%cf%8e%ce%bd-%ce%b2%ce%b5%ce%bd%ce%b9%ce%b1%ce%bc%ce%b9%ce%bd/,,,http://www.ethelon.org/ngo/βενιαμιν-σύλλογος-προστασίας-παιδιώ/,http://www.ethelon.org/ngo/βενιαμιν-σύλλογος-προστασίας-παιδιώ/,,9947964119,9/6/2024 6:10pm,,,Yes
Be Visible Be YOU,https://bevisiblebeyou.org/,,bevisiblebeyou@gmail.com,https://www.facebook.com/bevisiblebeyou/,,https://www.instagram.com/bevisiblebeyou/,https://www.youtube.com/channel/UCmzXX1Qi_ylxd67ir2bsr1g,,,https://www.youbehero.com/gr/cause/be-visible-be-you,https://www.youbehero.com/gr/cause/be-visible-be-you,,,,,,,,,,http://www.ethelon.org/ngo/be-visible-be-you/,http://www.ethelon.org/ngo/be-visible-be-you/,,10435751630,9/6/2024 6:10pm,,,No
Bizrupt,https://bizrupt.gr/,,info@bizrupt.gr,https://www.facebook.com/bizrupt.gr,https://www.linkedin.com/company/bizrupt-org/,,,,,,,,,,,,https://ngoheroes.gr/company/bizrupt/,https://ngoheroes.gr/company/bizrupt/,,,,,,9948198133,9/6/2024 6:10pm,,,Yes
Black Light,https://black-light.gr/,,info@black-light.gr,https://www.facebook.com/BlackLightAthens,https://www.linkedin.com/company/black-light-the-blind-side-of-view/,https://www.instagram.com/black_light_athens/,,,,,,,,,,,,,,,,,,10004229105,9/6/2024 6:10pm,,,No
Bloode,https://bloode.org/,,bloode@bloode.org,https://www.facebook.com/Bloode.org,https://www.linkedin.com/company/bloode/,https://www.instagram.com/blood.e,,https://twitter.com/BloodeGR,,,,,,,,,,,,,,,,10018573259,9/6/2024 6:10pm,,,Yes
